id,name,description,brand_id,category_id,price,load_class,application,temperature_range
768,INA ZUM-5480 (Variante B),INA ZUM-5480 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,3,264.31,medium,precision,-40–200°C
769,NSK MAMA-7464 (Variante B),NSK MAMA-7464 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,4,416.25,medium,automotive,-40–200°C
770,SKF INS-2294 (Variante B),SKF INS-2294 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,443.25,low,industrial,0–80°C
771,FAG BRINGEN-5442 (Variante B),FAG BRINGEN-5442 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,2,385.53,medium,precision,-40–200°C
772,NSK AB-9700 (Variante B),NSK AB-9700 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,5,2,120.18,high,industrial,-40–200°C
773,INA DEIN-2647 (Variante B),INA DEIN-2647 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,3,335.41,high,industrial,-40–200°C
774,NSK KEIN-8793 (Variante B),NSK KEIN-8793 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,2,194.71,medium,automotive,0–80°C
775,Schaeffler ERSCHRECKEN-2465 (Variante B),Schaeffler ERSCHRECKEN-2465 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,1,421.77,medium,industrial,0–80°C
776,INA OFT-1595 (Variante B),INA OFT-1595 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,4,2,433.56,high,industrial,-20–120°C
777,SKF FINDEN-2758 (Variante B),SKF FINDEN-2758 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,1,145.53,low,automotive,-20–120°C
778,FAG ZU-2845 (Variante B),FAG ZU-2845 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,4,133.95,low,automotive,0–80°C
779,Schaeffler TISCH-6523 (Variante B),Schaeffler TISCH-6523 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,3,2,16.69,high,industrial,0–80°C
780,INA VERGESSEN-2421 (Variante B),INA VERGESSEN-2421 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,4,4,243.82,low,automotive,-40–200°C
781,INA MONATE-1111 (Variante B),INA MONATE-1111 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,3,434.41,low,industrial,0–80°C
782,Schaeffler VOM-1187 (Variante B),Schaeffler VOM-1187 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,3,147.15,medium,automotive,0–80°C
783,SKF NÄCHSTE-7642 (Variante B),SKF NÄCHSTE-7642 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,4,149.34,low,automotive,-20–120°C
784,Schaeffler STEIN-4590 (Variante B),Schaeffler STEIN-4590 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,3,3,288.85,low,industrial,-20–120°C
785,NSK WEG-9998 (Variante B),NSK WEG-9998 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,3,198.76,medium,automotive,-40–200°C
786,NSK WEIHNACHTEN-9653 (Variante B),NSK WEIHNACHTEN-9653 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,5,1,248.46,high,automotive,-20–120°C
787,SKF PLÖTZLICH-3455 (Variante B),SKF PLÖTZLICH-3455 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,2,269.85,medium,precision,-40–200°C
788,SKF RAD-9008 (Variante B),SKF RAD-9008 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,2,335.20,low,industrial,0–80°C
789,FAG KANN-1945 (Variante B),FAG KANN-1945 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,4,217.32,low,automotive,-20–120°C
790,INA DANACH-4570 (Variante B),INA DANACH-4570 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,3,380.32,medium,industrial,-40–200°C
791,INA DÜRFEN-9866 (Variante B),INA DÜRFEN-9866 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,3,327.72,medium,automotive,-40–200°C
792,SKF GEHÖREN-3218 (Variante B),SKF GEHÖREN-3218 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,3,195.60,high,automotive,-40–200°C
793,INA BAUEN-9835 (Variante B),INA BAUEN-9835 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,4,4,180.54,high,automotive,-20–120°C
794,NSK FEHLEN-4648 (Variante B),NSK FEHLEN-4648 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,5,4,249.97,high,automotive,0–80°C
795,INA WÜNSCHEN-4762 (Variante B),INA WÜNSCHEN-4762 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,4,251.37,medium,precision,-20–120°C
796,Schaeffler VOGEL-2848 (Variante B),Schaeffler VOGEL-2848 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,3,2,435.13,high,automotive,0–80°C
797,FAG NACH-1550 (Variante B),FAG NACH-1550 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,2,1,56.02,low,industrial,-40–200°C
798,SKF MIT-9843 (Variante B),SKF MIT-9843 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,4,209.23,low,precision,0–80°C
799,NSK FAMILIE-6224 (Variante B),NSK FAMILIE-6224 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,3,116.42,medium,automotive,0–80°C
800,FAG DA-5508 (Variante B),FAG DA-5508 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,2,2,197.73,high,automotive,0–80°C
801,INA SEHEN-6642 (Variante B),INA SEHEN-6642 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,4,31.55,high,precision,0–80°C
802,INA SPRECHEN-7167 (Variante B),INA SPRECHEN-7167 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,4,4,77.93,high,automotive,-20–120°C
803,Schaeffler GESCHICHTE-1944 (Variante B),Schaeffler GESCHICHTE-1944 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,2,375.48,medium,industrial,0–80°C
804,INA WELT-6411 (Variante B),INA WELT-6411 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,4,2,125.87,medium,precision,0–80°C
805,Schaeffler MEIN-4120 (Variante B),Schaeffler MEIN-4120 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,1,253.05,low,precision,-40–200°C
806,SKF SIE-4555 (Variante B),SKF SIE-4555 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,2,374.97,medium,industrial,-40–200°C
807,Schaeffler SCHICKEN-4113 (Variante B),Schaeffler SCHICKEN-4113 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,3,1,106.30,medium,automotive,-40–200°C
808,FAG GEBURTSTAG-4921 (Variante B),FAG GEBURTSTAG-4921 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,2,190.06,medium,industrial,0–80°C
809,INA KÜCHE-6892 (Variante B),INA KÜCHE-6892 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,3,150.08,high,automotive,0–80°C
810,INA FRÜH-7073 (Variante B),INA FRÜH-7073 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,4,3,424.68,low,automotive,-40–200°C
811,FAG KÖNNEN-7841 (Variante B),FAG KÖNNEN-7841 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,1,128.48,medium,industrial,0–80°C
812,Schaeffler KÜCHE-5026 (Variante B),Schaeffler KÜCHE-5026 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,3,2,182.44,low,industrial,0–80°C
813,INA BAUM-6770 (Variante B),INA BAUM-6770 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,4,4,86.54,high,industrial,-20–120°C
814,INA SPASS-9882 (Variante B),INA SPASS-9882 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,2,425.84,low,precision,0–80°C
815,SKF BEIN-1794 (Variante B),SKF BEIN-1794 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,1,438.66,low,industrial,0–80°C
816,SKF SCHIFF-9285 (Variante B),SKF SCHIFF-9285 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,2,14.44,medium,automotive,-40–200°C
817,INA MAMA-7739 (Variante B),INA MAMA-7739 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,1,13.30,low,industrial,-20–120°C
818,Schaeffler BEISSEN-8054 (Variante B),Schaeffler BEISSEN-8054 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,3,3,18.07,low,industrial,-20–120°C
819,NSK HIER-9625 (Variante B),NSK HIER-9625 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,2,119.51,low,industrial,-40–200°C
820,SKF SEIT-8520 (Variante B),SKF SEIT-8520 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,1,3,445.05,high,industrial,0–80°C
821,Schaeffler HOCH-1519 (Variante B),Schaeffler HOCH-1519 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,3,1,306.57,high,automotive,0–80°C
822,NSK FREUDE-1154 (Variante B),NSK FREUDE-1154 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,4,35.73,low,automotive,0–80°C
823,INA SECHS-6427 (Variante B),INA SECHS-6427 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,4,302.57,medium,industrial,-40–200°C
824,SKF DENN-8790 (Variante B),SKF DENN-8790 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,2,106.11,low,automotive,-20–120°C
825,Schaeffler SCHWESTER-6152 (Variante B),Schaeffler SCHWESTER-6152 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,1,91.59,low,precision,-40–200°C
826,FAG KENNEN-5903 (Variante B),FAG KENNEN-5903 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,4,431.26,high,industrial,-40–200°C
827,NSK ENDE-3292 (Variante B),NSK ENDE-3292 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,5,3,184.26,high,precision,-40–200°C
828,SKF NEHMEN-2245 (Variante B),SKF NEHMEN-2245 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,4,115.50,low,precision,-20–120°C
829,SKF JEDER-8381 (Variante B),SKF JEDER-8381 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,365.40,low,industrial,0–80°C
830,NSK NENNEN-7227 (Variante B),NSK NENNEN-7227 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,4,206.01,low,precision,-20–120°C
831,SKF FRÜHER-7225 (Variante B),SKF FRÜHER-7225 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,1,1,131.75,low,industrial,-40–200°C
832,Schaeffler HERR-6050 (Variante B),Schaeffler HERR-6050 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,1,51.78,low,precision,-40–200°C
833,FAG GELD-8353 (Variante B),FAG GELD-8353 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,1,95.22,low,automotive,0–80°C
834,SKF SAGEN-2524 (Variante B),SKF SAGEN-2524 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,1,170.69,low,industrial,-20–120°C
835,Schaeffler TÜR-2387 (Variante B),Schaeffler TÜR-2387 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,4,186.05,high,automotive,-40–200°C
836,INA BEISPIEL-5933 (Variante B),INA BEISPIEL-5933 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,2,73.22,medium,precision,-40–200°C
837,FAG DENKEN-5911 (Variante B),FAG DENKEN-5911 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,4,135.36,medium,industrial,0–80°C
838,Schaeffler NASS-9123 (Variante B),Schaeffler NASS-9123 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,2,337.02,low,automotive,-40–200°C
839,FAG DAS-7483 (Variante B),FAG DAS-7483 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,2,3,13.37,low,automotive,-40–200°C
840,Schaeffler MERKEN-3230 (Variante B),Schaeffler MERKEN-3230 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,4,379.87,medium,automotive,0–80°C
841,INA VERKAUFEN-7524 (Variante B),INA VERKAUFEN-7524 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,3,90.80,low,precision,0–80°C
842,Schaeffler OFFEN-7437 (Variante B),Schaeffler OFFEN-7437 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,4,137.33,medium,industrial,-20–120°C
843,FAG MINUTENMIR-1440 (Variante B),FAG MINUTENMIR-1440 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,2,319.25,low,industrial,0–80°C
844,Schaeffler TÜR-7703 (Variante B),Schaeffler TÜR-7703 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,3,1,381.45,medium,precision,-40–200°C
845,FAG MICH-7932 (Variante B),FAG MICH-7932 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,2,3,308.80,medium,automotive,-20–120°C
846,NSK SCHÜLER-9755 (Variante B),NSK SCHÜLER-9755 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,4,274.18,medium,industrial,-40–200°C
847,NSK DREHEN-5067 (Variante B),NSK DREHEN-5067 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,5,1,59.86,high,precision,-20–120°C
848,NSK FAHRRAD-7547 (Variante B),NSK FAHRRAD-7547 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,5,1,265.55,medium,automotive,-20–120°C
849,SKF SCHWER-9499 (Variante B),SKF SCHWER-9499 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,110.91,low,industrial,0–80°C
850,Schaeffler FALLEN-9199 (Variante B),Schaeffler FALLEN-9199 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,4,220.16,low,automotive,-40–200°C
851,SKF FRÜHER-2406 (Variante B),SKF FRÜHER-2406 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,3,198.82,medium,industrial,-40–200°C
852,Schaeffler TOT-9537 (Variante B),Schaeffler TOT-9537 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,4,365.73,low,precision,-40–200°C
853,INA GERN-5919 (Variante B),INA GERN-5919 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,4,154.83,high,industrial,0–80°C
854,SKF TURNEN-4996 (Variante B),SKF TURNEN-4996 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,1,2,431.75,medium,automotive,-20–120°C
855,FAG SCHLECHT-8570 (Variante B),FAG SCHLECHT-8570 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,2,3,264.02,high,industrial,-20–120°C
